attributeName	code	definition
SiteCode	MOJA_P_WIL0225	MOJA_P_WIL0225
SiteCode	MOJA_P_WIN0230	MOJA_P_WIN0231
SiteCode	MOJA_P_WOO0238	MOJA_P_WOO0239
SiteCode	PARA_P_AMB0118	PARA_P_AMB0119
SiteCode	PARA_P_AND0040	PARA_P_AND0041
SiteCode	PARA_P_BLA0031	PARA_P_BLA0032
SiteCode	PARA_P_BUR0108	PARA_P_BUR0108
SiteCode	PARA_P_BUR0149	PARA_P_BUR0149
SiteCode	PARA_P_CAN0208	PARA_P_CAN0208
SiteCode	PARA_P_CAN0222	PARA_P_CAN0222
SiteCode	PARA_P_CED0042	PARA_P_CED0042
SiteCode	PARA_P_CED0141	PARA_P_CED0141
SiteCode	PARA_P_CHI0190	PARA_P_CHI0191
SiteCode	PARA_P_COC0029	PARA_P_COC0030
SiteCode	PARA_P_COL0136	PARA_P_COL0137
SiteCode	PARA_P_COT0176	PARA_P_COT0177
SiteCode	PARA_P_COV0205	PARA_P_COV0206
SiteCode	PARA_P_COY0069	PARA_P_COY0069
SiteCode	PARA_P_COY0179	PARA_P_COY0179
SiteCode	PARA_P_CUP0076	PARA_P_CUP0077
SiteCode	PARA_P_DAN0045	PARA_P_DAN0046
SiteCode	PARA_P_DEA0022	PARA_P_DEA0022
SiteCode	PARA_P_DEA0145	PARA_P_DEA0145
SiteCode	PARA_P_DEW0155	PARA_P_DEW0156
SiteCode	PARA_P_EDS0199	PARA_P_EDS0200
SiteCode	PARA_P_FRO0043	PARA_P_FRO0044
SiteCode	PARA_P_GOR0124	PARA_P_GOR0125
SiteCode	PARA_P_GRA0089	PARA_P_GRA0089
SiteCode	PARA_P_GRA0196	PARA_P_GRA0196
SiteCode	PARA_P_GRE0012	PARA_P_GRE0013
SiteCode	PARA_P_GYP0088	PARA_P_GYP0089
SiteCode	PARA_P_HID0019	PARA_P_HID0020
SiteCode	PARA_P_IDE0009	PARA_P_IDE0009
SiteCode	PARA_P_IDE0158	PARA_P_IDE0158
SiteCode	PARA_P_IDE0203	PARA_P_IDE0203
SiteCode	PARA_P_JUM0125	PARA_P_JUM0126
SiteCode	PARA_P_LAS0078	PARA_P_LAS0078
SiteCode	PARA_P_LAS0102	PARA_P_LAS0102
SiteCode	PARA_P_LAV0006	PARA_P_LAV0007
SiteCode	PARA_P_LIM0080	PARA_P_LIM0081
SiteCode	PARA_P_LIN0020	PARA_P_LIN0021
SiteCode	PARA_P_LIT0048	PARA_P_LIT0048
SiteCode	PARA_P_LIT0087	PARA_P_LIT0087
SiteCode	PARA_P_LOW0152	PARA_P_LOW0153
SiteCode	PARA_P_MAP0110	PARA_P_MAP0111
SiteCode	PARA_P_MID0173	PARA_P_MID0174
SiteCode	PARA_P_MT.0028	PARA_P_MT.0029
SiteCode	PARA_P_MUD0039	PARA_P_MUD0039
SiteCode	PARA_P_MUD0066	PARA_P_MUD0066
SiteCode	PARA_P_MUD0091	PARA_P_MUD0091
SiteCode	PARA_P_MUS0197	PARA_P_MUS0198
SiteCode	PARA_P_ORS0041	PARA_P_ORS0042
SiteCode	PARA_P_PAI0005	PARA_P_PAI0005
SiteCode	PARA_P_PAI0015	PARA_P_PAI0015
SiteCode	PARA_P_PIG0023	PARA_P_PIG0023
SiteCode	PARA_P_PIG0147	PARA_P_PIG0147
SiteCode	PARA_P_POC0010	PARA_P_POC0010
SiteCode	PARA_P_POC0050	PARA_P_POC0050
SiteCode	PARA_P_POC0116	PARA_P_POC0116
SiteCode	PARA_P_RAT0212	PARA_P_RAT0213
SiteCode	PARA_P_RED0071	PARA_P_RED0072
SiteCode	PARA_P_SAL0085	PARA_P_SAL0086
SiteCode	PARA_P_SAN0135	PARA_P_SAN0136
SiteCode	PARA_P_SCH0210	PARA_P_SCH0211
SiteCode	PARA_P_SOU0178	PARA_P_SOU0179
SiteCode	PARA_P_UV30077	PARA_P_UV30077
SiteCode	PARA_P_UV40034	PARA_P_UV40034
SiteCode	PARA_P_WHI0054	PARA_P_WHI0055
SiteCode	PARA_P_YEL0068	PARA_P_YEL0069
SiteProtectedStatus	Unknown	Unknown
SiteProtectedStatus	Legally Protected	Legally Protected
SiteProtectedStatus	Operationally Protected	Operationally Protected
SiteProtectedStatus	Not Protected	Not Protected
SiteStatus	N-T	Non-Target
SiteStatus	NE	Not Evaluated
SiteStatus	T-NS	Target - Not Sampled
SiteStatus	T-S	Target - Sampled
Subunit	Unknown	Subunit where site is located is not defined
